MQ3:186, MQ135:1914, MQ138:3011, MQ131:1096, TGS2602:903
MQ3:210, MQ135:2006, MQ138:3017, MQ131:1080, TGS2602:831
MQ3:211, MQ135:1936, MQ138:3012, MQ131:1083, TGS2602:876
MQ3:210, MQ135:1987, MQ138:3005, MQ131:1084, TGS2602:897
MQ3:211, MQ135:2028, MQ138:3003, MQ131:1084, TGS2602:903
MQ3:211, MQ135:2011, MQ138:3006, MQ131:1086, TGS2602:902
MQ3:208, MQ135:2041, MQ138:3006, MQ131:1083, TGS2602:898
MQ3:209, MQ135:1936, MQ138:3005, MQ131:1087, TGS2602:890
MQ3:210, MQ135:1993, MQ138:3009, MQ131:1087, TGS2602:883
MQ3:208, MQ135:1929, MQ138:3009, MQ131:1087, TGS2602:874
MQ3:207, MQ135:1974, MQ138:3015, MQ131:1086, TGS2602:865
MQ3:207, MQ135:1932, MQ138:3014, MQ131:1086, TGS2602:856
MQ3:206, MQ135:1938, MQ138:3015, MQ131:1083, TGS2602:848
MQ3:204, MQ135:2032, MQ138:3015, MQ131:1082, TGS2602:839
MQ3:204, MQ135:1945, MQ138:3004, MQ131:1082, TGS2602:829
MQ3:204, MQ135:2009, MQ138:3005, MQ131:1081, TGS2602:821
MQ3:202, MQ135:2016, MQ138:3004, MQ131:1080, TGS2602:812
MQ3:202, MQ135:2026, MQ138:3002, MQ131:1080, TGS2602:806
MQ3:202, MQ135:1988, MQ138:3010, MQ131:1079, TGS2602:799
MQ3:201, MQ135:2030, MQ138:3009, MQ131:1078, TGS2602:794
MQ3:200, MQ135:2028, MQ138:3006, MQ131:1078, TGS2602:788
MQ3:199, MQ135:2027, MQ138:3003, MQ131:1079, TGS2602:782
MQ3:209, MQ135:2028, MQ138:3004, MQ131:1078, TGS2602:779
MQ3:240, MQ135:1970, MQ138:3002, MQ131:1123, TGS2602:774
MQ3:246, MQ135:2031, MQ138:2995, MQ131:1148, TGS2602:773
MQ3:269, MQ135:1962, MQ138:2996, MQ131:1186, TGS2602:773
MQ3:257, MQ135:2038, MQ138:2999, MQ131:1182, TGS2602:771
MQ3:254, MQ135:2043, MQ138:3005, MQ131:1202, TGS2602:768
MQ3:238, MQ135:2043, MQ138:3002, MQ131:1179, TGS2602:760
MQ3:227, MQ135:2018, MQ138:3004, MQ131:1161, TGS2602:755
MQ3:221, MQ135:2037, MQ138:3003, MQ131:1146, TGS2602:750
MQ3:215, MQ135:1958, MQ138:3010, MQ131:1136, TGS2602:748
MQ3:213, MQ135:1981, MQ138:3011, MQ131:1130, TGS2602:744
MQ3:209, MQ135:1941, MQ138:3009, MQ131:1124, TGS2602:742
MQ3:227, MQ135:1935, MQ138:3012, MQ131:1129, TGS2602:730
MQ3:241, MQ135:1935, MQ138:3009, MQ131:1150, TGS2602:736
MQ3:248, MQ135:1934, MQ138:3008, MQ131:1170, TGS2602:742
MQ3:247, MQ135:1959, MQ138:2999, MQ131:1177, TGS2602:741
MQ3:259, MQ135:2029, MQ138:3011, MQ131:1202, TGS2602:748
MQ3:261, MQ135:2032, MQ138:2999, MQ131:1190, TGS2602:754
MQ3:245, MQ135:2044, MQ138:3001, MQ131:1176, TGS2602:767
MQ3:234, MQ135:1938, MQ138:3000, MQ131:1168, TGS2602:766
MQ3:224, MQ135:1961, MQ138:2999, MQ131:1157, TGS2602:763
MQ3:217, MQ135:2033, MQ138:2993, MQ131:1147, TGS2602:758
MQ3:213, MQ135:2029, MQ138:2998, MQ131:1140, TGS2602:752
MQ3:209, MQ135:1932, MQ138:2999, MQ131:1133, TGS2602:747
MQ3:205, MQ135:1942, MQ138:2993, MQ131:1126, TGS2602:741
MQ3:203, MQ135:2020, MQ138:2999, MQ131:1118, TGS2602:738
MQ3:204, MQ135:2029, MQ138:3005, MQ131:1115, TGS2602:733
MQ3:199, MQ135:2034, MQ138:3004, MQ131:1109, TGS2602:730
MQ3:200, MQ135:2031, MQ138:3008, MQ131:1105, TGS2602:728
MQ3:196, MQ135:2000, MQ138:3006, MQ131:1103, TGS2602:725
MQ3:195, MQ135:1955, MQ138:3000, MQ131:1099, TGS2602:723
MQ3:194, MQ135:1940, MQ138:3005, MQ131:1097, TGS2602:720
MQ3:193, MQ135:2029, MQ138:3007, MQ131:1092, TGS2602:719
MQ3:191, MQ135:2030, MQ138:3006, MQ131:1090, TGS2602:717
MQ3:189, MQ135:2008, MQ138:3008, MQ131:1089, TGS2602:717
MQ3:188, MQ135:1971, MQ138:3012, MQ131:1085, TGS2602:716
MQ3:187, MQ135:1934, MQ138:3005, MQ131:1084, TGS2602:715
MQ3:186, MQ135:2036, MQ138:3013, MQ131:1081, TGS2602:714
MQ3:186, MQ135:2019, MQ138:3009, MQ131:1081, TGS2602:713
MQ3:186, MQ135:1963, MQ138:3012, MQ131:1080, TGS2602:713
MQ3:185, MQ135:2029, MQ138:3008, MQ131:1079, TGS2602:712
MQ3:186, MQ135:1942, MQ138:3009, MQ131:1079, TGS2602:712
MQ3:183, MQ135:2007, MQ138:3013, MQ131:1079, TGS2602:711
MQ3:184, MQ135:2020, MQ138:3011, MQ131:1077, TGS2602:709
MQ3:184, MQ135:2030, MQ138:3012, MQ131:1076, TGS2602:708
MQ3:183, MQ135:2037, MQ138:3009, MQ131:1076, TGS2602:708
MQ3:185, MQ135:1936, MQ138:3013, MQ131:1073, TGS2602:707
MQ3:183, MQ135:2030, MQ138:3009, MQ131:1074, TGS2602:708
MQ3:184, MQ135:1985, MQ138:3007, MQ131:1074, TGS2602:708
MQ3:184, MQ135:2005, MQ138:3005, MQ131:1074, TGS2602:709
MQ3:183, MQ135:2036, MQ138:3013, MQ131:1073, TGS2602:709
MQ3:183, MQ135:1938, MQ138:3010, MQ131:1073, TGS2602:709
MQ3:183, MQ135:2042, MQ138:3011, MQ131:1075, TGS2602:711
MQ3:183, MQ135:1965, MQ138:3014, MQ131:1074, TGS2602:713
MQ3:183, MQ135:1986, MQ138:3013, MQ131:1074, TGS2602:712
MQ3:183, MQ135:1931, MQ138:3013, MQ131:1074, TGS2602:712
MQ3:183, MQ135:2026, MQ138:3012, MQ131:1074, TGS2602:710
MQ3:181, MQ135:1938, MQ138:3013, MQ131:1073, TGS2602:710
MQ3:181, MQ135:2007, MQ138:3013, MQ131:1073, TGS2602:710
MQ3:182, MQ135:1969, MQ138:3012, MQ131:1071, TGS2602:710
MQ3:182, MQ135:2034, MQ138:3012, MQ131:1070, TGS2602:709
MQ3:180, MQ135:1930, MQ138:3008, MQ131:1071, TGS2602:709
MQ3:180, MQ135:1932, MQ138:3012, MQ131:1071, TGS2602:709
MQ3:180, MQ135:1989, MQ138:3013, MQ131:1070, TGS2602:710
MQ3:180, MQ135:2041, MQ138:3012, MQ131:1071, TGS2602:710
MQ3:179, MQ135:2021, MQ138:3012, MQ131:1070, TGS2602:712
MQ3:179, MQ135:1937, MQ138:3013, MQ131:1070, TGS2602:712
MQ3:180, MQ135:2014, MQ138:3013, MQ131:1069, TGS2602:712
MQ3:181, MQ135:1953, MQ138:3014, MQ131:1070, TGS2602:712
MQ3:180, MQ135:1931, MQ138:3014, MQ131:1070, TGS2602:711
MQ3:178, MQ135:2031, MQ138:3014, MQ131:1069, TGS2602:713
MQ3:179, MQ135:2027, MQ138:3013, MQ131:1069, TGS2602:714
MQ3:179, MQ135:2030, MQ138:3012, MQ131:1070, TGS2602:713
MQ3:180, MQ135:1930, MQ138:3016, MQ131:1069, TGS2602:714
MQ3:179, MQ135:1964, MQ138:3012, MQ131:1070, TGS2602:714
MQ3:178, MQ135:2029, MQ138:3014, MQ131:1071, TGS2602:714
MQ3:180, MQ135:1932, MQ138:3014, MQ131:1069, TGS2602:712
MQ3:179, MQ135:1979, MQ138:3015, MQ131:1070, TGS2602:713
MQ3:177, MQ135:1994, MQ138:3015, MQ131:1070, TGS2602:713
MQ3:178, MQ135:1928, MQ138:3012, MQ131:1069, TGS2602:713
MQ3:177, MQ135:2031, MQ138:3011, MQ131:1070, TGS2602:711
MQ3:177, MQ135:2030, MQ138:3015, MQ131:1069, TGS2602:710
MQ3:177, MQ135:1948, MQ138:3007, MQ131:1068, TGS2602:710
MQ3:178, MQ135:2021, MQ138:3009, MQ131:1069, TGS2602:707
MQ3:177, MQ135:2018, MQ138:3008, MQ131:1068, TGS2602:709
MQ3:177, MQ135:2029, MQ138:3010, MQ131:1069, TGS2602:708
MQ3:177, MQ135:2040, MQ138:3008, MQ131:1068, TGS2602:707
MQ3:177, MQ135:2000, MQ138:3009, MQ131:1069, TGS2602:707
MQ3:178, MQ135:2030, MQ138:3004, MQ131:1069, TGS2602:706
MQ3:178, MQ135:2007, MQ138:3001, MQ131:1068, TGS2602:705
MQ3:180, MQ135:1963, MQ138:3002, MQ131:1069, TGS2602:706
MQ3:179, MQ135:2025, MQ138:3004, MQ131:1070, TGS2602:707
MQ3:178, MQ135:1932, MQ138:3002, MQ131:1070, TGS2602:709
MQ3:179, MQ135:2022, MQ138:3004, MQ131:1071, TGS2602:709
MQ3:178, MQ135:2030, MQ138:2998, MQ131:1071, TGS2602:709
MQ3:178, MQ135:2036, MQ138:2994, MQ131:1071, TGS2602:713
MQ3:177, MQ135:2015, MQ138:3001, MQ131:1071, TGS2602:710
MQ3:179, MQ135:1940, MQ138:2998, MQ131:1076, TGS2602:710
MQ3:184, MQ135:2041, MQ138:2993, MQ131:1082, TGS2602:712
MQ3:187, MQ135:1972, MQ138:2966, MQ131:1335, TGS2602:826
MQ3:268, MQ135:1945, MQ138:2871, MQ131:1471, TGS2602:1191
MQ3:334, MQ135:2033, MQ138:2847, MQ131:1451, TGS2602:1416
MQ3:374, MQ135:1950, MQ138:2827, MQ131:1544, TGS2602:1618
MQ3:562, MQ135:2029, MQ138:2756, MQ131:1497, TGS2602:1785
MQ3:608, MQ135:1961, MQ138:2753, MQ131:1615, TGS2602:1859
MQ3:613, MQ135:2015, MQ138:2737, MQ131:1568, TGS2602:1877
MQ3:611, MQ135:2046, MQ138:2739, MQ131:1488, TGS2602:1871
MQ3:580, MQ135:1989, MQ138:2755, MQ131:1409, TGS2602:1859
MQ3:551, MQ135:1980, MQ138:2733, MQ131:1378, TGS2602:1837
MQ3:528, MQ135:2050, MQ138:2744, MQ131:1387, TGS2602:1815
MQ3:531, MQ135:1966, MQ138:2753, MQ131:1354, TGS2602:1795
MQ3:548, MQ135:1947, MQ138:2747, MQ131:1311, TGS2602:1773
MQ3:541, MQ135:1943, MQ138:2773, MQ131:1283, TGS2602:1748
MQ3:531, MQ135:2052, MQ138:2743, MQ131:1261, TGS2602:1717
MQ3:551, MQ135:1953, MQ138:2758, MQ131:1351, TGS2602:1692
MQ3:539, MQ135:2045, MQ138:2743, MQ131:1345, TGS2602:1706
MQ3:518, MQ135:2048, MQ138:2745, MQ131:1304, TGS2602:1702
MQ3:480, MQ135:1973, MQ138:2770, MQ131:1275, TGS2602:1683
MQ3:449, MQ135:1943, MQ138:2779, MQ131:1251, TGS2602:1656
MQ3:424, MQ135:2001, MQ138:2805, MQ131:1232, TGS2602:1624
MQ3:404, MQ135:2047, MQ138:2762, MQ131:1215, TGS2602:1590
MQ3:389, MQ135:1988, MQ138:2795, MQ131:1203, TGS2602:1553
MQ3:374, MQ135:1975, MQ138:2820, MQ131:1192, TGS2602:1517
MQ3:363, MQ135:2036, MQ138:2831, MQ131:1183, TGS2602:1480
MQ3:351, MQ135:2046, MQ138:2814, MQ131:1175, TGS2602:1442
MQ3:340, MQ135:2033, MQ138:2836, MQ131:1168, TGS2602:1408
MQ3:331, MQ135:1951, MQ138:2850, MQ131:1165, TGS2602:1373
MQ3:325, MQ135:1984, MQ138:2827, MQ131:1161, TGS2602:1338
MQ3:317, MQ135:2026, MQ138:2852, MQ131:1156, TGS2602:1302
MQ3:313, MQ135:2044, MQ138:2857, MQ131:1153, TGS2602:1270
MQ3:306, MQ135:2035, MQ138:2884, MQ131:1147, TGS2602:1237
MQ3:301, MQ135:1942, MQ138:2864, MQ131:1142, TGS2602:1205
MQ3:295, MQ135:1998, MQ138:2877, MQ131:1138, TGS2602:1174
MQ3:289, MQ135:1933, MQ138:2884, MQ131:1135, TGS2602:1146
MQ3:283, MQ135:1937, MQ138:2893, MQ131:1133, TGS2602:1118
MQ3:278, MQ135:1936, MQ138:2931, MQ131:1132, TGS2602:1092
MQ3:275, MQ135:1941, MQ138:2889, MQ131:1130, TGS2602:1068
MQ3:271, MQ135:1975, MQ138:2896, MQ131:1129, TGS2602:1047
MQ3:270, MQ135:2034, MQ138:2894, MQ131:1126, TGS2602:1029
MQ3:266, MQ135:2033, MQ138:2901, MQ131:1126, TGS2602:1010
MQ3:262, MQ135:1937, MQ138:2924, MQ131:1123, TGS2602:993
MQ3:260, MQ135:2023, MQ138:2946, MQ131:1121, TGS2602:976
MQ3:258, MQ135:1938, MQ138:2953, MQ131:1121, TGS2602:960
MQ3:250, MQ135:1937, MQ138:2918, MQ131:1114, TGS2602:939
MQ3:249, MQ135:2019, MQ138:2892, MQ131:1133, TGS2602:944
MQ3:242, MQ135:2037, MQ138:2931, MQ131:1115, TGS2602:901
MQ3:241, MQ135:2023, MQ138:2947, MQ131:1113, TGS2602:885
MQ3:239, MQ135:2033, MQ138:2935, MQ131:1130, TGS2602:901
MQ3:237, MQ135:2042, MQ138:2947, MQ131:1132, TGS2602:903
MQ3:238, MQ135:1998, MQ138:2952, MQ131:1128, TGS2602:888
MQ3:236, MQ135:1937, MQ138:2933, MQ131:1131, TGS2602:883
MQ3:237, MQ135:2034, MQ138:2937, MQ131:1137, TGS2602:877
MQ3:233, MQ135:2034, MQ138:2942, MQ131:1141, TGS2602:869
MQ3:228, MQ135:2030, MQ138:2954, MQ131:1138, TGS2602:864
MQ3:223, MQ135:1939, MQ138:2959, MQ131:1130, TGS2602:858
MQ3:221, MQ135:1948, MQ138:2967, MQ131:1125, TGS2602:851
MQ3:219, MQ135:1934, MQ138:2965, MQ131:1121, TGS2602:841
MQ3:217, MQ135:2020, MQ138:2975, MQ131:1118, TGS2602:836
MQ3:216, MQ135:1941, MQ138:2940, MQ131:1116, TGS2602:829
MQ3:213, MQ135:1939, MQ138:2932, MQ131:1111, TGS2602:819
MQ3:217, MQ135:1947, MQ138:2952, MQ131:1111, TGS2602:813
MQ3:212, MQ135:2039, MQ138:2963, MQ131:1109, TGS2602:806
MQ3:209, MQ135:1985, MQ138:2953, MQ131:1104, TGS2602:801
MQ3:205, MQ135:1966, MQ138:2970, MQ131:1100, TGS2602:795
MQ3:203, MQ135:1959, MQ138:2607, MQ131:1080, TGS2602:769
MQ3:208, MQ135:1934, MQ138:2977, MQ131:1084, TGS2602:768
MQ3:216, MQ135:2023, MQ138:2980, MQ131:1090, TGS2602:767
MQ3:217, MQ135:1952, MQ138:2984, MQ131:1098, TGS2602:773
MQ3:211, MQ135:2031, MQ138:2981, MQ131:1095, TGS2602:771
MQ3:205, MQ135:2034, MQ138:2981, MQ131:1101, TGS2602:781
MQ3:203, MQ135:2032, MQ138:2978, MQ131:1097, TGS2602:776
MQ3:204, MQ135:2043, MQ138:2973, MQ131:1107, TGS2602:786
MQ3:201, MQ135:2030, MQ138:2975, MQ131:1110, TGS2602:792
MQ3:198, MQ135:2031, MQ138:2982, MQ131:1088, TGS2602:770
MQ3:200, MQ135:2033, MQ138:2980, MQ131:1088, TGS2602:770
MQ3:192, MQ135:1934, MQ138:2990, MQ131:1057, TGS2602:729
MQ3:193, MQ135:1943, MQ138:2991, MQ131:1059, TGS2602:724
MQ3:192, MQ135:1956, MQ138:2990, MQ131:1054, TGS2602:719
MQ3:193, MQ135:1978, MQ138:2995, MQ131:1056, TGS2602:716
MQ3:194, MQ135:2034, MQ138:2989, MQ131:1067, TGS2602:724
MQ3:190, MQ135:1971, MQ138:2993, MQ131:1054, TGS2602:715
MQ3:191, MQ135:2041, MQ138:2982, MQ131:1055, TGS2602:709
MQ3:191, MQ135:1948, MQ138:2987, MQ131:1057, TGS2602:710
MQ3:192, MQ135:1935, MQ138:2989, MQ131:1064, TGS2602:714
MQ3:196, MQ135:2010, MQ138:2983, MQ131:1084, TGS2602:728
MQ3:199, MQ135:2043, MQ138:2979, MQ131:1102, TGS2602:743
MQ3:200, MQ135:1934, MQ138:2969, MQ131:1117, TGS2602:754
MQ3:201, MQ135:1934, MQ138:2956, MQ131:1121, TGS2602:761
MQ3:200, MQ135:2026, MQ138:2957, MQ131:1123, TGS2602:766
MQ3:201, MQ135:2006, MQ138:2954, MQ131:1124, TGS2602:769
MQ3:201, MQ135:1934, MQ138:2959, MQ131:1124, TGS2602:770
MQ3:198, MQ135:2031, MQ138:2959, MQ131:1120, TGS2602:773
MQ3:196, MQ135:2046, MQ138:2951, MQ131:1121, TGS2602:774
MQ3:194, MQ135:1951, MQ138:2964, MQ131:1117, TGS2602:773
MQ3:194, MQ135:2034, MQ138:2974, MQ131:1113, TGS2602:772
MQ3:194, MQ135:1997, MQ138:2955, MQ131:1110, TGS2602:771
MQ3:191, MQ135:2033, MQ138:2954, MQ131:1108, TGS2602:768
MQ3:190, MQ135:2044, MQ138:2951, MQ131:1107, TGS2602:765
MQ3:190, MQ135:1956, MQ138:2949, MQ131:1105, TGS2602:764
MQ3:190, MQ135:2036, MQ138:2944, MQ131:1103, TGS2602:762
MQ3:189, MQ135:2024, MQ138:2945, MQ131:1103, TGS2602:761
MQ3:189, MQ135:1966, MQ138:2952, MQ131:1103, TGS2602:759
MQ3:189, MQ135:2027, MQ138:2943, MQ131:1104, TGS2602:757
MQ3:189, MQ135:1961, MQ138:2938, MQ131:1103, TGS2602:759
MQ3:188, MQ135:2044, MQ138:2932, MQ131:1101, TGS2602:756
MQ3:186, MQ135:1935, MQ138:2932, MQ131:1098, TGS2602:754
MQ3:184, MQ135:2022, MQ138:2943, MQ131:1094, TGS2602:751
MQ3:183, MQ135:2034, MQ138:2921, MQ131:1092, TGS2602:749
MQ3:182, MQ135:1999, MQ138:2942, MQ131:1091, TGS2602:749
MQ3:182, MQ135:1957, MQ138:2940, MQ131:1089, TGS2602:748
MQ3:181, MQ135:2014, MQ138:2930, MQ131:1087, TGS2602:746
MQ3:181, MQ135:1934, MQ138:2924, MQ131:1086, TGS2602:745
MQ3:181, MQ135:2008, MQ138:2919, MQ131:1086, TGS2602:746
MQ3:179, MQ135:2034, MQ138:2940, MQ131:1086, TGS2602:744
MQ3:180, MQ135:2044, MQ138:2930, MQ131:1083, TGS2602:744
MQ3:179, MQ135:2033, MQ138:2925, MQ131:1082, TGS2602:744
MQ3:177, MQ135:1964, MQ138:2916, MQ131:1082, TGS2602:743
MQ3:178, MQ135:2020, MQ138:2915, MQ131:1084, TGS2602:743
MQ3:178, MQ135:1998, MQ138:2913, MQ131:1081, TGS2602:741
MQ3:177, MQ135:1952, MQ138:2928, MQ131:1080, TGS2602:738
MQ3:176, MQ135:2035, MQ138:2930, MQ131:1080, TGS2602:738
MQ3:173, MQ135:1938, MQ138:2947, MQ131:1065, TGS2602:724
MQ3:176, MQ135:1997, MQ138:2959, MQ131:1086, TGS2602:733
MQ3:182, MQ135:2019, MQ138:2919, MQ131:1109, TGS2602:740
MQ3:182, MQ135:1953, MQ138:2914, MQ131:1122, TGS2602:750
MQ3:181, MQ135:2035, MQ138:2919, MQ131:1128, TGS2602:750
MQ3:179, MQ135:1949, MQ138:2923, MQ131:1131, TGS2602:748
MQ3:178, MQ135:1975, MQ138:2935, MQ131:1128, TGS2602:744
MQ3:177, MQ135:1952, MQ138:2944, MQ131:1124, TGS2602:741
MQ3:176, MQ135:2035, MQ138:2928, MQ131:1120, TGS2602:738
MQ3:174, MQ135:1962, MQ138:2945, MQ131:1118, TGS2602:735
MQ3:173, MQ135:1967, MQ138:2963, MQ131:1117, TGS2602:733
MQ3:175, MQ135:2034, MQ138:2963, MQ131:1115, TGS2602:730
MQ3:173, MQ135:1988, MQ138:2964, MQ131:1114, TGS2602:729
MQ3:173, MQ135:1937, MQ138:2967, MQ131:1114, TGS2602:727
MQ3:173, MQ135:2033, MQ138:2959, MQ131:1113, TGS2602:725
MQ3:172, MQ135:1944, MQ138:2969, MQ131:1113, TGS2602:725
MQ3:172, MQ135:1932, MQ138:2971, MQ131:1110, TGS2602:722
MQ3:172, MQ135:1986, MQ138:2964, MQ131:1109, TGS2602:721
MQ3:171, MQ135:1943, MQ138:2973, MQ131:1109, TGS2602:720
MQ3:174, MQ135:2021, MQ138:2977, MQ131:1106, TGS2602:719
MQ3:171, MQ135:2043, MQ138:2981, MQ131:1093, TGS2602:707
MQ3:167, MQ135:1971, MQ138:2954, MQ131:1063, TGS2602:679
MQ3:169, MQ135:2034, MQ138:2961, MQ131:1075, TGS2602:681
MQ3:169, MQ135:2038, MQ138:2961, MQ131:1071, TGS2602:674
MQ3:177, MQ135:1957, MQ138:2970, MQ131:1098, TGS2602:701
MQ3:174, MQ135:2032, MQ138:2978, MQ131:1110, TGS2602:721
MQ3:174, MQ135:1943, MQ138:2984, MQ131:1116, TGS2602:732
MQ3:173, MQ135:1969, MQ138:2975, MQ131:1119, TGS2602:740
MQ3:172, MQ135:2031, MQ138:2971, MQ131:1120, TGS2602:745
MQ3:172, MQ135:2036, MQ138:2974, MQ131:1122, TGS2602:748
MQ3:172, MQ135:1943, MQ138:2974, MQ131:1121, TGS2602:749
MQ3:170, MQ135:1951, MQ138:2963, MQ131:1120, TGS2602:750
MQ3:172, MQ135:1963, MQ138:2962, MQ131:1119, TGS2602:749
MQ3:170, MQ135:1979, MQ138:2955, MQ131:1118, TGS2602:749
MQ3:169, MQ135:1937, MQ138:2953, MQ131:1116, TGS2602:748
MQ3:168, MQ135:1954, MQ138:2958, MQ131:1116, TGS2602:749
MQ3:169, MQ135:1951, MQ138:2952, MQ131:1114, TGS2602:747
MQ3:168, MQ135:2043, MQ138:2961, MQ131:1113, TGS2602:748
MQ3:167, MQ135:2034, MQ138:2956, MQ131:1113, TGS2602:746
MQ3:168, MQ135:2031, MQ138:2946, MQ131:1112, TGS2602:746
MQ3:168, MQ135:1938, MQ138:2937, MQ131:1111, TGS2602:745
MQ3:168, MQ135:2034, MQ138:2944, MQ131:1111, TGS2602:744
MQ3:167, MQ135:1937, MQ138:2946, MQ131:1109, TGS2602:744
MQ3:167, MQ135:2008, MQ138:2941, MQ131:1109, TGS2602:743
MQ3:167, MQ135:2024, MQ138:2946, MQ131:1109, TGS2602:743
MQ3:166, MQ135:1980, MQ138:2947, MQ131:1109, TGS2602:743
MQ3:166, MQ135:2036, MQ138:2948, MQ131:1108, TGS2602:743
MQ3:166, MQ135:2002, MQ138:2940, MQ131:1105, TGS2602:743
MQ3:165, MQ135:2041, MQ138:2935, MQ131:1106, TGS2602:743
MQ3:164, MQ135:1933, MQ138:2931, MQ131:1106, TGS2602:742
MQ3:166, MQ135:2036, MQ138:2910, MQ131:1107, TGS2602:740
MQ3:167, MQ135:2034, MQ138:2919, MQ131:1108, TGS2602:740
MQ3:166, MQ135:2034, MQ138:2925, MQ131:1109, TGS2602:741
MQ3:166, MQ135:2032, MQ138:2932, MQ131:1108, TGS2602:740
MQ3:167, MQ135:1947, MQ138:2944, MQ131:1113, TGS2602:740
MQ3:165, MQ135:1979, MQ138:2950, MQ131:1113, TGS2602:740
MQ3:165, MQ135:2000, MQ138:2940, MQ131:1112, TGS2602:740
MQ3:165, MQ135:1932, MQ138:2948, MQ131:1111, TGS2602:739
MQ3:166, MQ135:2044, MQ138:2925, MQ131:1111, TGS2602:739
MQ3:166, MQ135:2042, MQ138:2918, MQ131:1111, TGS2602:737
MQ3:165, MQ135:1938, MQ138:2924, MQ131:1109, TGS2602:738
MQ3:165, MQ135:1932, MQ138:2927, MQ131:1108, TGS2602:738
MQ3:163, MQ135:1940, MQ138:2919, MQ131:1109, TGS2602:737
MQ3:165, MQ135:2001, MQ138:2922, MQ131:1107, TGS2602:736
MQ3:163, MQ135:2027, MQ138:2925, MQ131:1106, TGS2602:737
MQ3:164, MQ135:2044, MQ138:2927, MQ131:1107, TGS2602:737
MQ3:164, MQ135:2028, MQ138:2941, MQ131:1107, TGS2602:737
MQ3:163, MQ135:2016, MQ138:2919, MQ131:1107, TGS2602:735
MQ3:164, MQ135:2040, MQ138:2927, MQ131:1107, TGS2602:736
MQ3:163, MQ135:2028, MQ138:2933, MQ131:1106, TGS2602:736
MQ3:163, MQ135:1940, MQ138:2921, MQ131:1106, TGS2602:734
MQ3:163, MQ135:1974, MQ138:2926, MQ131:1106, TGS2602:733
MQ3:162, MQ135:1940, MQ138:2926, MQ131:1107, TGS2602:734
MQ3:163, MQ135:1932, MQ138:2913, MQ131:1106, TGS2602:735
MQ3:162, MQ135:2037, MQ138:2919, MQ131:1105, TGS2602:735
MQ3:163, MQ135:2032, MQ138:2912, MQ131:1107, TGS2602:734
MQ3:162, MQ135:2040, MQ138:2904, MQ131:1105, TGS2602:733
MQ3:163, MQ135:1970, MQ138:2936, MQ131:1106, TGS2602:733
MQ3:163, MQ135:1944, MQ138:2935, MQ131:1107, TGS2602:733
MQ3:162, MQ135:2020, MQ138:2923, MQ131:1107, TGS2602:732
MQ3:162, MQ135:2034, MQ138:2929, MQ131:1106, TGS2602:735
MQ3:160, MQ135:1951, MQ138:2921, MQ131:1105, TGS2602:733
MQ3:161, MQ135:1977, MQ138:2917, MQ131:1105, TGS2602:731
MQ3:162, MQ135:2033, MQ138:2919, MQ131:1104, TGS2602:732
MQ3:163, MQ135:2019, MQ138:2911, MQ131:1106, TGS2602:732
MQ3:162, MQ135:2035, MQ138:2909, MQ131:1106, TGS2602:732
MQ3:161, MQ135:1983, MQ138:2905, MQ131:1104, TGS2602:733
MQ3:160, MQ135:1937, MQ138:2901, MQ131:1106, TGS2602:734
MQ3:161, MQ135:2035, MQ138:2894, MQ131:1106, TGS2602:734
MQ3:161, MQ135:1936, MQ138:2899, MQ131:1105, TGS2602:735
MQ3:161, MQ135:2034, MQ138:2893, MQ131:1106, TGS2602:734
MQ3:161, MQ135:2015, MQ138:2887, MQ131:1106, TGS2602:735
MQ3:161, MQ135:1963, MQ138:2892, MQ131:1107, TGS2602:735
MQ3:162, MQ135:1939, MQ138:2894, MQ131:1106, TGS2602:733
MQ3:160, MQ135:2035, MQ138:2894, MQ131:1105, TGS2602:736
MQ3:163, MQ135:1938, MQ138:2898, MQ131:1106, TGS2602:737
MQ3:162, MQ135:2002, MQ138:2892, MQ131:1106, TGS2602:738
MQ3:160, MQ135:1955, MQ138:2891, MQ131:1105, TGS2602:739
MQ3:159, MQ135:1952, MQ138:2899, MQ131:1104, TGS2602:739
MQ3:159, MQ135:1945, MQ138:2886, MQ131:1104, TGS2602:737
MQ3:160, MQ135:1936, MQ138:2880, MQ131:1105, TGS2602:738
MQ3:0, MQ135:1935, MQ138:3009, MQ131:0, TGS2602:0
MQ3:0, MQ135:1928, MQ138:3003, MQ131:0, TGS2602:0
MQ3:0, MQ135:1944, MQ138:3003, MQ131:0, TGS2602:0
MQ3:0, MQ135:1978, MQ138:3006, MQ131:0, TGS2602:0
MQ3:1, MQ135:1934, MQ138:3001, MQ131:0, TGS2602:0
MQ3:0, MQ135:1990, MQ138:2904, MQ131:1, TGS2602:0
MQ3:0, MQ135:2027, MQ138:3004, MQ131:0, TGS2602:0
MQ3:0, MQ135:2041, MQ138:3004, MQ131:0, TGS2602:0
MQ3:1, MQ135:1960, MQ138:3003, MQ131:1, TGS2602:0
MQ3:0, MQ135:1944, MQ138:3004, MQ131:0, TGS2602:0
MQ3:0, MQ135:1991, MQ138:3002, MQ131:0, TGS2602:0
MQ3:0, MQ135:1995, MQ138:3001, MQ131:1, TGS2602:0
MQ3:0, MQ135:2013, MQ138:3006, MQ131:0, TGS2602:0
MQ3:0, MQ135:1980, MQ138:3006, MQ131:0, TGS2602:0
